country,title,description,published_at,source_name,url
India,"Iran's Abbas Araqchi arrives in Pakistan, raising hopes for US peace talks","Trump plans to send special envoys Steve Witkoff and Jared Kushner to talks with Araqchi in Islamabad, and the pair will depart on Saturday morning",2026-04-24T19:07:33Z,Moneycontrol.com,https://www.moneycontrol.com/world/iran-s-abbas-araqchi-heading-to-pakistan-raising-hopes-for-us-peace-talks-article-13899065.html
India,Khalnayak Returns: Sanjay Dutt Is Back As Ballu Balram; Teaser Revives The Iconic 1993 Legacy,Latest Bollywood news about Khalnayak Returns: Sanjay Dutt Is Back As Ballu Balram; Teaser Revives The Iconic 1993 Legacy. Stay updated with entertainment industry updates on Sacnilk.,2026-04-24T18:19:43Z,Sacnilk,https://www.sacnilk.com/news/khalnayak-returns-sanjay-dutt-is-back-as-ballu-balram-teaser-revives-the-iconic-1993-legacy
India,"A Poor Opening, Stays Even Behind Avinash Tiwary's Laila Majnu!",Avinash Tiwary & Medha Shankr's Ginny Wedss Sunny 2 starts slow amid competition and mixed reviews. Read day 1 box office early trends!,2026-04-24T18:08:16Z,Koimoi,https://www.koimoi.com/box-office/ginny-wedss-sunny-2-box-office-day-1-early-trends-a-poor-opening-stays-even-behind-avinash-tiwarys-laila-majnu/
India,One hundred not enough: Sai Sudharsan watches Virat Kohli take over Chinnaswamy as RCB beat GT by five wickets,Cricket News: NEW DELHI: A century from Sai Sudharsan was not enough for Gujarat Titans to return to winning ways as Royal Challengers Bengaluru (RCB) chased down 2.,2026-04-24T18:02:00Z,The Times of India,https://timesofindia.indiatimes.com/sports/cricket/ipl/ipl-2026/one-hundred-not-enough-sai-sudharsan-watches-virat-kohli-take-over-chinnaswamy-as-rcb-beat-gt-by-five-wickets/articleshow/130501275.cms
India,Netanyahu says early-stage prostate cancer treated with no trace remaining,Israeli Prime Minister Benjamin Netanyahu has revealed that he recently received treatment for prostate cancer.,2026-04-24T17:54:35Z,The Siasat Daily,https://www.siasat.com/netanyahu-says-early-stage-prostate-cancer-treated-with-no-trace-remaining-3459875/
India,RCB vs GT IPL 2026 Highlights: Virat Kohli's 81 ensures RCB ease home in 206-run chase despite brief stutter,"Royal Challengers Bengaluru vs Gujarat Titans Highlights: A target of 206, once again made to look underpar by this RCB chasing machine. GT were a little short, and Virat Kohli's blistering partnership with Devdutt Padikkal punished their opposition. A late wobble, but nothing more – 2 points. | Cricket",2026-04-24T17:51:00Z,Hindustan Times,https://www.hindustantimes.com/cricket/rcb-vs-gt-live-cricket-score-royal-challengers-bengaluru-vs-gujarat-titans-ipl-2026-match-34-bengaluru-apr-24-101777025446959.html
India,Trump Sending 2 Key Officials To Pak For Talks With Iran: Report,Trump Sending 2 Key Officials To Pak For Talks With Iran: Report,2026-04-24T17:37:23Z,NDTV,https://www.ndtv.com/world-news/trump-sending-2-key-officials-to-pak-for-talks-with-iran-report-11405327
India,"US, Iran Prepare For 2nd Round Of Talks In Pak Without Vance, Ghalibaf","US Confirms Talks With Iran, 2 Key Officials To Fly To Pak Tomorrow",2026-04-24T17:25:58Z,NDTV,https://www.ndtv.com/world-news/us-confirms-talks-with-iran-2-key-officials-to-fly-to-pak-tomorrow-11405578
India,"Ashok Lahiri, Bengal BJP MLA and ex-CEA, to become Niti Aayog vice-chairman",A member of the current Bengal assembly from Balurghat — but not contesting the ongoing elections — Lahiri has served as the 12th Chief Economic Adviser| India News,2026-04-24T17:10:49Z,Hindustan Times,https://www.hindustantimes.com/india-news/ashok-lahiri-to-become-niti-aayog-vice-chairman-former-cea-from-west-bengal-eye-on-elections-101777050465241.html
India,"AAP MPs walk out, casting shadow over 2027 Assembly polls in Punjab","AAP faces internal crisis as seven MPs defect to BJP, jeopardizing their chances in the upcoming 2027 Punjab Assembly polls.",2026-04-24T17:01:44Z,The Hindu,https://www.thehindu.com/news/national/punjab/aap-mps-walk-out-casting-shadow-over-2027-assembly-polls-in-punjab/article70902317.ece
USA,Trump Administration Approves Firing Squad Executions for Death Penalty,"The Justice Department also reauthorized the use of a death penalty drug, and will seek to shorten the length of some legal appeals.",2026-04-24T19:19:24Z,The New York Times,https://www.nytimes.com/2026/04/24/us/politics/trump-firing-squad-executions-death-penalty.html
USA,Rob and Michele Reiner's Son Jake Shares Tribute After Parent's Death,Jake Reiner is speaking out following the violent death of his parents Rob Reiner and Michele Singer Reiner in December 2025.,2026-04-24T19:10:00Z,Variety,https://variety.com/2026/film/news/jake-reiner-job-reiner-michele-singer-deaths-1236729955/
USA,Janet Mills vetoes bill to temporarily ban data centers in Maine,The bill garnered international attention following its passage in the state Legislature.,2026-04-24T19:02:52Z,The Portland Press Herald,https://www.pressherald.com/2026/04/24/janet-mills-vetoes-temporary-data-center-ban-2/
USA,Camp Mystic May Not Receive License to Reopen After Fatal Flood in Texas,"A review by state officials in Texas said the camp, hit by catastrophic flooding last year, was not in compliance with safety requirements.",2026-04-24T19:01:44Z,The New York Times,https://www.nytimes.com/2026/04/24/us/camp-mystic-texas-flood-safety-license.html
USA,Inside Caleb Downs' first day as a Dallas Cowboy,"From getting two and a half hours of sleep to an escort into the Star, an inside look at Caleb Downs' first day as a member of the Dallas Cowboys.",2026-04-24T18:58:35Z,Dallas Cowboys | Official Site of the Dallas Cowboys,https://www.dallascowboys.com/news/inside-caleb-downs-first-day-as-a-dallas-cowboy
USA,Apple Wallet’s new Digital ID feature just added more ways to use it,"Apple launched a new Digital ID feature in the Wallet app last fall, and now it can officially be used for age verification purposes.",2026-04-24T18:58:00Z,9to5Mac,https://9to5mac.com/2026/04/24/apple-wallets-new-digital-id-feature-just-added-more-ways-to-use-it/
USA,6 player comps at wide receiver for the 49ers on Day 2 of the NFL Draft,Using NFL IQ to compare athletic testing to the potential wide receivers the 49ers could draft on Day 2.,2026-04-24T18:54:26Z,Niners Nation,https://www.ninersnation.com/san-francisco-49ers-news/158197/6-player-comps-at-wide-receiver-for-the-49ers-on-day-2-of-the-nfl-draft
USA,"NFL Draft 2026 best available players for San Francisco 49ers: Denzel Boston, Cashius Howell","The 49ers hold the first pick in the second round, plus two more picks on Day 2. Who might they target?",2026-04-24T18:53:06Z,The New York Times,https://www.nytimes.com/athletic/7223220/2026/04/24/49ers-2026-nfl-draft-best-available-players/
USA,Pablo Torre focuses on the Mike Vrabel-Dianna Russini situation,There's a new rule of thumb in sports media.,2026-04-24T18:45:54Z,NBC Sports,https://www.nbcsports.com/nfl/profootballtalk/rumor-mill/news/pablo-torre-focuses-on-the-mike-vrabel-dianna-russini-situation
USA,Were Neanderthals Able to Hunt Elephants? The Proof Is in an Ancient Bone,"A new study found that a pachyderm skeleton, dismissed for decades as unimportant, offers evidence of careful planning, teamwork and a calculated kill.",2026-04-24T18:42:17Z,The New York Times,https://www.nytimes.com/2026/04/24/science/lehringen-lakebed-elephant-neanderthals.html
UK,Sunderland v Nottingham Forest: Premier League - live,Minute-by-minute report: Join Rob Smyth for the latest as Forest head north for a Friday night at the Stadium of Light,2026-04-24T18:45:32Z,The Guardian,https://www.theguardian.com/football/live/2026/apr/24/sunderland-v-nottingham-forest-premier-league-live
UK,Terrifying 62ft octopus likened to mythical kraken that swallowed ships confirmed to have roamed seas in dinosaur era,"A GIANT 62ft octopus likened to the mythical kraken that swallowed up ships actually roamed the seas in the dinosaur era, new research...",2026-04-24T18:13:00Z,The Sun,https://www.thesun.co.uk/tech/38923450/terrifying-octopus-kraken-dinosaur-era-beast/
UK,Dan Walker's former co-host withdraws 'bullying' claims as agreement reached,Claudia–Liza Vanderpuije has withdrawn claims against her former Channel 5 News co-host Dan Walker after reaching a “mutual agreement” with the company. | ITV National News,2026-04-24T18:09:32Z,ITVX,https://www.itv.com/news/2026-04-24/dan-walkers-former-co-host-withdraws-bullying-claims-as-agreement-reached
UK,US millionaire big-game hunter dies after being crushed by elephants,"Ernie Dosio, a 75-year-old vineyard owner, was hunting an antelope species in Africa when the incident occured",2026-04-24T18:09:00Z,The Guardian,https://www.theguardian.com/us-news/2026/apr/24/millionaire-hunter-dies-elephants-gabon
UK,Starmer ‘facing Commons vote next week’ on inquiry into Mandelson vetting scandal,Exclusive: MPs from across the House have written to Lindsay Hoyle asking for an investigation into whether Starmer misled parliament,2026-04-24T18:03:00Z,The Independent,https://www.independent.co.uk/news/uk/politics/starmer-mandelson-vetting-privileges-committee-hoyle-b2964435.html
UK,Director Rob Reiner's son Jake Reiner bares soul on how he found out his parents were dead,"The actor says the grief of his parents' brutal deaths and the arrest of his own brother left him in a ""trance"".",2026-04-24T18:02:54Z,BBC,https://www.bbc.co.uk/news/articles/c74v2enw8l7o
UK,"Driver, 95, 'wasn't looking' when she drove into woman at petrol station and killed her","Joan Barwick was instead focused on a disabled parking space when she drove into Linda Wareham, 77, last year",2026-04-24T17:44:00Z,Birmingham Live,https://www.birminghammail.co.uk/black-country/driver-95-wasnt-looking-drove-33835535
UK,Xbox's new boss Asha Sharma hasn't decided whether to bring back exclusives,A new Xbox executive interview sheds a little more light on the CEO's plans for the console platform.,2026-04-24T17:30:58Z,Eurogamer.net,https://www.eurogamer.net/xbox-boss-asha-sharma-hasnt-decided-exclusive-games
UK,Largest-ever marine reptile discovered by an 11-year-old girl,11‑year‑old Ruby Reynolds and her father were on the beach when they discovered Ichthyotitan severnensis - the largest-ever marine reptile.,2026-04-24T17:24:27Z,Earth.com,https://www.earth.com/news/largest-known-marine-reptile-ichthyotitan-severnensis-discovered-by-11-year-old-girl-ruby-reynolds/
UK,Man found guilty over birds of prey dumped outside Hampshire village shop,James Kempster’s DNA was found on dead barn owl and kestrel rammed into door handles of volunteer store,2026-04-24T16:59:00Z,The Guardian,https://www.theguardian.com/uk-news/2026/apr/24/man-found-guilty-after-dumping-50-dead-hares-outside-hampshire-village-shop
Australia,In search of the missing artist,"An Australian gallery has been selling sculptures as the work of an ""internationally acclaimed"" French artist. But the Paris backstory doesn’t stack up.",2026-04-24T19:18:29Z,Australian Broadcasting Corporation,https://www.abc.net.au/news/2026-04-25/in-search-of-the-missing-artist-jean-paul-mangin/106593220
Australia,Why Anzac Day Test between Australia and New Zealand means so much to Wallaroos star Piper Duck,"Any time Piper Duck pulls on the Australian jersey is a special moment, but playing in the historic Anzac Day Test holds even greater significance for the Wallaroos back-rower.",2026-04-24T19:12:32Z,Australian Broadcasting Corporation,https://www.abc.net.au/news/2026-04-25/anzac-day-test-australia-new-zealand-wallaroos-piper-duck/106601970
Australia,election could be a watershed moment in Australian politics,The Coalition's preference deals in Farrer could help fracture the Liberal Party's moderate base and invigorate dissatisfied voters.,2026-04-24T19:01:38Z,Australian Broadcasting Corporation,https://www.abc.net.au/news/2026-04-25/outcome-farrer-byelection-one-nation-watershed-moment/106485956
Australia,CODE Sports,No Cookies | CODE Sports,2026-04-24T19:01:12Z,Code,https://www.codesports.com.au/nocookies?a=A.flavipes
Australia,Anzac Day live updates: Australians mark 111 years since Gallipoli with dawn services and marches,"Australians, including Prime Minister Anthony Albanese and Opposition Leader Angus Taylor, gather to commemorate Anzac Day at dawn services this morning. Follow live.",2026-04-24T19:00:54Z,Australian Broadcasting Corporation,https://www.abc.net.au/news/2026-04-25/anzac-day-2026-marches-services-live-updates/106597328
Australia,‘We don’t allow people like you in here’: The traumatised community working to rebuild their lives,Australia’s South Sudanese have been demonised and misunderstood – but strong family ties and successful public figures are helping to change the story.,2026-04-24T19:00:00Z,The Age,https://www.theage.com.au/national/we-don-t-allow-people-like-you-in-here-the-traumatised-community-working-to-rebuild-their-lives-20260312-p5o9y6.html
Australia,Inside the power move that humiliated Sydney’s billionaire hospo king,"The perma-tanned king of an 80-venue empire is discovering that in Melbourne’s laneways and exclusive clubs, even a billion-dollar brand can be kept waiting at the door.",2026-04-24T19:00:00Z,The Age,https://www.theage.com.au/national/victoria/a-breach-of-etiquette-inside-the-power-move-that-humiliated-sydney-s-billionaire-hospo-king-20260421-p5zpuk.html
Australia,Iran war live updates: Witkoff and Kushner heading to Pakistan as Iran denies requesting peace talks,It comes as fighting continues between Israel and militant group Hezbollah in southern Lebanon where an extended ceasefire is in place. Follow live.,2026-04-24T18:16:11Z,Australian Broadcasting Corporation,https://www.abc.net.au/news/2026-04-25/iran-war-live-updates-april-25-2026/106603020
Australia,Framework Laptop 13 Pro is the repairable MacBook Pro killer Linux users have been waiting for,"Framework's new Laptop 13 Pro packs a 74Wh battery, Intel Core Ultra Series 3 chips, and a touch display into a fully repairable aluminum chassis.",2026-04-24T18:16:00Z,Yahoo Tech,https://tech.yahoo.com/computing/articles/framework-laptop-13-pro-repairable-181600575.html
Nepal,25-Year-Old Son Gives Mother Second Chance at Life Through Kidney Donation,"A 25-year-old man has shared his experience as a kidney donor, describing a journey filled with fear, hope, and strong",2026-05-06T01:00:42Z,Wake Up Singapore,https://wakeup.sg/son-donates-kidney-saves-mother/
Nepal,Webb space telescope reveals a scorching “super-Earth” that looks like Mercury,"A scorching, airless world just 48 light-years away is offering scientists a rare glimpse into the geology of distant planets. Using the James Webb Space Telescope, researchers studied LHS 3844 b—a tidally locked “super-Earth” with a permanent dayside hot enough to melt metal—and discovered it’s a dark, barren rock with no atmosphere.",2026-05-06T00:59:19Z,ScienceDaily,https://www.sciencedaily.com/releases/2026/05/260504154012.htm
Nepal,Angelina Jolie scores win over Brad Pitt; court rules actress doesn't have to submit privileged emails,Angelina Jolie has secured a legal victory in her ongoing dispute with ex-husband Brad Pitt.As the couple battle it over their French winery Chateau M.,2026-05-06T00:56:00Z,The Times of India,https://timesofindia.indiatimes.com/entertainment/hindi/bollywood/news/angelina-jolie-scores-win-over-brad-pitt-court-rules-actress-doesnt-have-to-submit-privileged-emails/articleshow/130841664.cms
Nepal,Quagga mussel protein offers new insights into bioadhesives,"Researchers at the University of Toronto have identified a protein from the quagga mussel that can stick to surfaces underwater, even though it lacks a chemical feature long thought to be essential for this kind of adhesion.",2026-05-06T00:56:00Z,News-Medical,https://www.news-medical.net/news/20260505/Quagga-mussel-protein-offers-new-insights-into-bioadhesives.aspx
Nepal,Jurors deliberate verdict in Stefon Diggs assault trial in Mass.,The jury in Dedham District Court deliberated for less than two hours Tuesday afternoon before acquitting Diggs.,2026-05-06T00:55:23Z,The Boston Globe,https://www.bostonglobe.com/2026/05/05/metro/stefon-diggs-lawyer-argues-there-was-no-assault/
Nepal,'Raja Shivaji' box office collection day 5 (Marathi): Riteish Deshmukh’s period drama adds Rs 3.35 crore to the tally,"Riteish Deshmukh's period drama 'Raja Shivaji' continues to captivate audiences with strong box office earnings, reaching Rs 30.5 crore in just five days since its release. Discover the day's collection and more about the film's success.",2026-05-06T00:55:00Z,The Times of India,https://timesofindia.indiatimes.com/entertainment/hindi/bollywood/box-office/raja-shivaji-box-office-collection-day-5-marathi-riteish-deshmukhs-period-drama-adds-rs-3-35-crore-to-the-tally/articleshow/130841770.cms
Nepal,Apple agrees to pay $250m after falsely claiming AI-powered Siri was ‘available now’,"Settlement, which includes no admission of wrongdoing, covers roughly 36m eligible devices in class-action lawsuit",2026-05-06T00:55:00Z,The Guardian,https://www.theguardian.com/technology/2026/may/05/apple-siri-ai-settlement
Nepal,"Trump puts ‘Project Freedom’ on hold, saying he hopes to finalise a deal with Iran",US president says he is pausing US effort to guide stranded vessels out of the strait of Hormuz but blockade remains,2026-05-06T00:55:00Z,The Guardian,https://www.theguardian.com/world/2026/may/06/trump-project-freedom-strait-of-hormuz-ships-iran-ceasefire
Nepal,"Broadcasting Standards Authority being scrapped, Media and Communications Minister Paul Goldsmith says",The Government will disestablish the Broadcasting Standards Authority after deeming the media regulator’s role “doesn’t make sense” amid an evolving...,2026-05-06T00:53:15Z,NZ Herald,https://www.nzherald.co.nz/nz/politics/government-to-scrap-broadcasting-standards-authority/H3XIDDJ2LBCDTPJUU7QZ3WAUTQ/
Nepal,Spain to receive hantavirus-hit cruise ship in Canary Islands,"The MV Hondius cruise ship, carrying a deadly rodent virus outbreak, is stranded off Cape Verde and needs a port for evacuation and medical care.",2026-05-06T00:48:09Z,CNA,https://www.channelnewsasia.com/world/hantavirus-cruise-ship-mv-hondius-evacuation-6101711
India,Prabhas’ 'Fauzi' tragedy; Crew member dies In Hyderabad crash; Shoot halted near Ramoji Film City - Reports,TRIGGER WARNING: This article contains mention of death.A major tragedy has struck the team of Prabhas starrer 'Fauzi'. One crew member lost their lif.,2026-05-06T00:41:00Z,The Times of India,https://timesofindia.indiatimes.com/entertainment/telugu/movies/news/prabhas-fauzi-tragedy-crew-member-dies-in-hyderabad-crash-shoot-halted-near-ramoji-film-city-reports/articleshow/130841695.cms
India,Back to Writers’ Buildings? Second floor touted as ideal office of new chief minister,"Much of the repair and restoration work on the second floor of the main block is complete. Flooring, too, has been finished in large sections, a visit by Metro showed",2026-05-06T00:30:51Z,Telegraph India,https://www.telegraphindia.com/elections/west-bengal-assembly-election-2026/back-to-writers-saffron-at-red-gates-buildings-second-floor-may-host-next-cm-office-prnt/cid/2159223
India,Stock Market Today: All You Need To Know Before Going Into Trade On May 6,"Stocks in the news, big brokerage calls of the day, complete trade setup and much more!",2026-05-06T00:30:01Z,NDTV Profit,https://www.ndtvprofit.com/markets/stock-market-today-all-you-need-to-know-before-going-into-trade-on-may-6-11454231
India,Scientists Discover the Hidden Color Patterns of Dinosaurs That Have Been Lost for Millions of Years,"A recent discovery in Montana challenges the traditional image of Diplodocus, revealing new clues about their skin patterns and appearance.",2026-05-06T00:29:18Z,Indian Defence Review,https://indiandefencereview.com/scientists-hidden-color-patterns-dinosaurs/
India,US Iran war highlights: Trump says ‘Project Freedom’ paused to see if Iran peace deal can be finalised,"US-Iran war highlights: Earlier, Trump announced ‘Project Freedom’ as an initiative to guide the ships stuck in Strait of Hormuz. | World News",2026-05-06T00:10:21Z,Hindustan Times,https://www.hindustantimes.com/world-news/us-iran-war-live-trumps-will-be-blown-off-earth-warning-to-iran-as-fresh-attacks-put-ceasefire-under-strain-101777945092539.html
India,Flipkart and 22feet take inspiration from Kerala’s Twin Village for SASA LELE 2.0,"Flipkart has rolled out the second edition of its flagship summer sale, SASA LELE, with a humour-led campaign from 22feet India that amplifies the idea of ""sale par sale"", stacking double offers and summer deals into one high-energy retail moment.",2026-05-06T00:09:10Z,Campaign Brief Asia,https://campaignbriefasia.com/2026/05/06/flipkart-and-22feet-take-inspiration-from-keralas-twin-village-for-sasa-lele-2-0/
India,Oil Futures Markets Still Too Complacent About Supply Shock,"If disruptions persist, analysts warn prices could surge toward $150–$200 as supply losses deepen and peak summer demand approaches.",2026-05-06T00:00:00Z,Crude Oil Prices Today | OilPrice.com,https://oilprice.com/Energy/Crude-Oil/Oil-Futures-Markets-Still-Too-Complacent-About-Supply-Shock.html
India,'Project Freedom will be paused for a short period': Trump halts Hormuz operation amid Iran talks,US News: US President Donald Trump on Tuesday said he was halting 'Project Freedom' as Washington seeks to secure a broader agreement with Iran to end the ongo.,2026-05-05T23:55:00Z,The Times of India,https://timesofindia.indiatimes.com/world/us/project-freedom-will-be-paused-for-a-short-period-trump-halts-hormuz-operation-amid-iran-talks-pakistan-request/articleshow/130841468.cms
USA,"Ramaswamy, endorsed by Trump, wins Ohio primary for governor : NPR","In Ohio, where a Democrat hasn't won an election for governor in 20 years, Republican Vivek Ramaswamy and Democrat Amy Acton could be in for a tight race this fall.",2026-05-06T00:11:35Z,NPR,https://www.npr.org/2026/05/05/nx-s1-5812914/ramaswamy-trump-ohio-governor
USA,Apple Will Pay $250M to Settle Allegations It Misled iPhone Buyers About AI,Those who bought select iPhone models could collect up to $95 each.,2026-05-06T00:08:00Z,CNET,https://www.cnet.com/tech/mobile/apple-will-pay-250m-to-settle-claims-it-misled-iphone-buyers-about-ai/
USA,Vivek Ramaswamy projected to win Ohio GOP nomination for governor,"Vivek Ramswamy will face Democrat Amy Acton, a former Ohio Department of Public Health director, in November.",2026-05-06T00:05:05Z,CBS News,https://www.cbsnews.com/news/vivek-ramaswamy-ohio-republican-primary-governor/
USA,NHL mock draft 2026: Instant projection after Maple Leafs win lottery,The Leafs stun the hockey world and land the No. 1 pick.,2026-05-05T23:53:29Z,Yahoo Sports,https://sports.yahoo.com/articles/nhl-mock-draft-2026-instant-235329294.html
USA,U.S. insists Iran ceasefire not over despite attacks in Strait of Hormuz,The ceasefire in the Middle East was in peril Tuesday after the United States and Iran traded fire and threats over President Donald Trump's new mission to force open the Strait of Hormuz.,2026-05-05T23:39:23Z,NBC News,https://www.nbcnews.com/world/iran/us-iran-war-trump-open-hormuz-attacks-ships-ceasefire-rcna343604
USA,Vivek Ramaswamy wins GOP nomination for governor in Ohio,"Businessman Vivek Ramaswamy has won Ohio’s Republican primary for governor, NBC News projects, advancing to what could be an expensive and competitive general election with Democrat Amy Acton in a state that has been brutal for Democrats in recent elections.",2026-05-05T23:38:00Z,NBC News,https://www.nbcnews.com/politics/2026-election/vivek-ramaswamy-wins-gop-primary-governor-ohio-amy-acton-rcna343048
USA,"Sherrod Brown wins Democratic Senate nomination in Ohio, setting up a key battleground race","Former Sen. Sherrod Brown has won the Democratic nomination in Ohio’s special Senate election, NBC News projects, paving the way for a nationally watched general election matchup against Republican incumbent Jon Husted",2026-05-05T23:38:00Z,NBC News,https://www.nbcnews.com/politics/2026-election/sherrod-brown-wins-ohio-senate-democratic-primary-jon-husted-rcna343049
USA,"Maple Leafs win Draft Lottery, will have choice of McKenna or Stenberg at No. 1","Forwards from Penn State, Frolunda among options",2026-05-05T23:35:14Z,NHL.com,https://www.nhl.com/news/toronto-maple-leafs-win-2026-nhl-draft-lottery
USA,Correspondents’ dinner suspect faces new charge of assaulting federal officer,"Revised indictment alleges Cole Allen, accused of targeting Trump, assaulted federal officer with deadly weapon",2026-05-05T23:25:00Z,The Guardian,https://www.theguardian.com/us-news/2026/may/05/correspondents-dinner-suspect-charges-
USA,"‘I Actually Thought He Was Going to Hit Me,’ OpenAI’s Greg Brockman Says of Elon Musk",OpenAI’s president wrapped his testimony on Tuesday by revealing a fiery meeting with Musk in 2017 and subsequent efforts to remove several board members.,2026-05-05T23:24:00Z,WIRED,https://www.wired.com/story/greg-brockman-testifies-elon-musk-fight-trial/
UK,Meet All The Stars From BBC Competition,The BBC has set the stars for their second season of The Celebrity Traitors set to air later this year.,2026-05-06T00:39:00Z,Deadline,https://deadline.com/gallery/the-celebrity-traitors-season-2-cast-photos-bbc/
UK,Oleshky the front-line city where Ukrainians are trapped,People in the Ukrainian city of Oleshky say they have been cut off from fresh supplies of food or medicine for months.,2026-05-06T00:33:00Z,BBC,https://www.bbc.co.uk/news/articles/c893xj41zwdo
UK,Campaigning sprint finish ahead of elections around Britain,"A mesmerising mix of results are expected after candidates make their final pitches, our political editor writes.",2026-05-06T00:15:28Z,BBC,https://www.bbc.co.uk/news/articles/c759z9w7z3yo
UK,Apple to pay $250m to iPhone buyers over AI features lawsuit,Claims from last year said the tech firm’s advertising of Apple Intelligence fooled iPhone buyers.,2026-05-06T00:15:14Z,BBC,https://www.bbc.co.uk/news/articles/c0j2nydnzy7o
UK,London cops announce new unit to protect Jews amid surging antisemitic violence,Metropolitan Police says 'community protection team' will start with 100 officers who'll combine neighborhood patrols with 'specialist protection and counterterror capabilities',2026-05-06T00:12:45Z,The Times of Israel,https://www.timesofisrael.com/london-cops-announce-new-unit-to-protect-jews-amid-surging-antisemitic-violence/
UK,Catherine to return to overseas visits with trip to Italy,The Princess of Wales will go to Italy next week on her first official overseas engagement for more than three years.,2026-05-06T00:04:38Z,BBC,https://www.bbc.co.uk/news/articles/c707k90lplno
UK,Aston Martin DB12 S,"New upper-level DB12 'super tourer' gets 20bhp extra, weighs up to 50kg less, and aims for a sportier feel.",2026-05-05T23:18:18Z,Autocar,https://www.autocar.co.uk/car-review/aston-martin/db12-s
UK,Rubio insists US is ‘very fortunate’ as Iran war pushes gas price near $4.50,US secretary of state says US is better off than other countries hit by disruption in oil supplies,2026-05-05T22:45:00Z,The Guardian,https://www.theguardian.com/us-news/2026/may/05/marco-rubio-iran-gas-prices
UK,Trump says 'Project Freedom' to be paused 'for a short period of time',"The operation guide ships through the Strait of Hormuz will be halted because progress has been made toward reaching a deal with Iran, the US president says.",2026-05-05T22:17:44Z,BBC,https://www.bbc.co.uk/news/articles/clypekl71gdo
